Movie,Month,Day,Release Year,Budget($M),Domestic Gross($M),Worldwide Gross($M)
Hellboy II: The Golden Army,Jul,11,2008,82.5,75.986503,160.388063
The Longest Yard,May,27,2005,82,158.11946,190.320568
The Expendables,Aug,13,2010,82,103.068524,268.268174
The 6th Day,Nov,17,2000,82,34.543701,96.024898
Bruce Almighty,May,23,2003,81,242.704995,483.473962
The Hunger Games,Mar,23,2012,80,408.010692,677.923379
The Hangover Part II,May,26,2011,80,254.464305,586.464305
Mission: Impossible,May,21,1996,80,180.981886,457.697994
Hotel Transylvania 2,Sep,25,2015,80,169.70011,470.909901
Batman Returns,Jun,18,1992,80,162.833635,266.824291
The Mummy,May,7,1999,80,155.385488,416.385488
Over the Hedge,May,19,2006,80,155.01934,343.397247
Lilo & Stitch,Jun,21,2002,80,145.771527,245.8
Deep Impact,May,8,1998,80,140.464664,349.464664
Grown Ups 2,Jul,12,2013,80,133.668525,247.023808
Alvin and the Chipmunks: Chipwrecked,Dec,16,2011,80,133.107389,349.088523
Get Smart,Jun,20,2008,80,130.319208,226.739416
Robots,Mar,11,2005,80,128.200012,260.700012
Shutter Island,Feb,19,2010,80,128.012934,299.461782
Something's Gotta Give,Dec,12,2003,80,124.685242,266.685242
Four Christmases,Nov,26,2008,80,120.14604,168.311558
Face/Off,Jun,27,1997,80,112.276146,241.2
Bedtime Stories,Dec,25,2008,80,110.101975,221.468935
Road to Perdition,Jul,12,2002,80,104.054514,183.354514
Just Go With It,Feb,11,2011,80,103.028109,214.974953
Daredevil,Feb,14,2003,80,102.543518,182.782518
Eagle Eye,Sep,26,2008,80,101.440743,178.066569
Con Air,Jun,6,1997,80,101.117573,224.117573
Yogi Bear,Dec,17,2010,80,100.246011,204.77469
Cold Mountain,Dec,25,2003,80,95.632614,165.173909
The Book of Eli,Jan,15,2010,80,94.835059,158.750817
Flubber,Nov,26,1997,80,92.993801,177.993801
The Haunting,Jul,23,1999,80,91.188905,180.188905
Space Jam,Nov,15,1996,80,90.463534,250.2
Fury,Oct,17,2014,80,85.755593,211.755593
The Pink Panther,Feb,10,2006,80,82.226474,158.926474
Zookeeper,Jul,8,2011,80,80.360866,170.805525
The Day the Earth Stood Still,Dec,12,2008,80,79.366978,233.066978
Conspiracy Theory,Aug,8,1997,80,76.11899,142.783718
"Six Days, Seven Nights",Jun,12,1998,80,74.339294,164.8
Spirit: Stallion of the Cimarron,May,24,2002,80,73.21531,106.51531
Swordfish,Jun,8,2001,80,69.772969,147.080413
Lost In Space,Apr,3,1998,80,69.117629,136.047317
The Manchurian Candidate,Jul,30,2004,80,65.948711,96.148711
Déjà Vu,Nov,22,2006,80,64.038616,181.038616
Bewitched,Jun,24,2005,80,63.313159,131.159306
Fantasia 2000 (IMAX),Jan,1,2000,80,60.507228,60.507228
The Time Machine,Mar,8,2002,80,56.684819,98.98359
What Dreams May Come,Oct,2,1998,80,55.485043,71.485043
Mighty Joe Young,Dec,25,1998,80,50.632037,50.632037
The Legend of Zorro,Oct,28,2005,80,45.575336,141.475336
Little Nicky,Nov,10,2000,80,39.442871,58.270391
Surrogates,Sep,25,2009,80,38.577772,119.66835
Evolution,Jun,8,2001,80,38.311134,98.341932
The Brothers Grimm,Aug,26,2005,80,37.899638,105.299638
Mars Attacks!,Dec,13,1996,80,37.771017,101.371017
The Wild,Apr,14,2006,80,37.384046,99.010667
Walking with Dinosaurs,Dec,20,2013,80,36.076121,130.58073
Thirteen Days,Dec,22,2000,80,34.566746,66.554547
Daylight,Dec,6,1996,80,32.90829,158.90829
The Last Witch Hunter,Oct,23,2015,80,27.36766,131.234406
Pompeii,Feb,21,2014,80,23.169033,108.469033
Battlefield Earth: A Saga of the Year 3000,May,12,2000,80,21.471685,29.725663
Looney Tunes: Back in Action,Nov,14,2003,80,20.95082,54.540662
Nine,Dec,18,2009,80,19.676965,53.508858
Timeline,Nov,26,2003,80,19.480739,26.703184
Oceans,Apr,22,2010,80,19.422319,86.78753
Babe: Pig in the City,Nov,25,1998,80,18.31986,69.13186
The Postman,Dec,25,1997,80,17.650704,20.841123
Red Planet,Nov,10,2000,80,17.48089,33.463969
Arthur et les Minimoys,Dec,15,2006,80,15.132763,113.325743
The Invasion,Aug,17,2007,80,15.074191,40.147042
Fantasia 2000 (Theatrical Release),Jun,16,2000,80,9.10363,9.10363
A Sound of Thunder,Sep,2,2005,80,1.900451,6.300451
"Don Gato, el inicio de la pandilla",Dec,31,2015,80,0,4.534791
The Lion King,Jun,15,1994,79.3,422.78014,987.48014
Journey 2: The Mysterious Island,Feb,10,2012,79,103.86029,318.146162
Jack and Jill,Nov,11,2011,79,74.158157,150.519217
A Beautiful Mind,Dec,21,2001,78,170.708996,317.668058
Cloudy with a Chance of Meatballs 2,Sep,27,2013,78,119.793567,274.392649
Red Dragon,Oct,4,2002,78,92.95542,206.45542
Hidalgo,Mar,5,2004,78,67.286731,108.086731
The League of Extraordinary Gentlemen,Jul,11,2003,78,66.465204,179.265204
Exorcist: The Beginning,Aug,20,2004,78,41.814863,43.957541
Astérix et Obélix: Au service de Sa Majesté,Dec,31,2012,77.6,0,60.680125
The Little Prince,Feb,12,2016,77.5,1.311213,90.850048
Despicable Me 2,Jul,3,2013,76,368.065385,974.873764
2 Fast 2 Furious,Jun,6,2003,76,127.120058,236.410607
Children of Men,Dec,25,2006,76,35.552383,69.853395
The Adventures of Rocky & Bullwinkle,Jun,30,2000,76,26.00061,35.12961
The Secret Life of Pets,Jul,8,2016,75,365.048935,833.848935
Independence Day,Jul,2,1996,75,306.169255,817.400878
The Lost World: Jurassic Park,May,22,1997,75,229.086679,618.638999
Ice Age: The Meltdown,Mar,31,2006,75,195.330621,651.899282
Madagascar,May,27,2005,75,193.595521,556.559566
Grown Ups,Jun,25,2010,75,162.001186,272.22343
Shark Tale,Oct,1,2004,75,161.412,371.917043
X-Men,Jul,14,2000,75,157.299717,296.339717
Wanted,Jun,27,2008,75,134.508551,342.41646
The Rock,Jun,7,1996,75,134.069511,336.069511
50 First Dates,Feb,13,2004,75,120.776832,196.324496
Hairspray,Jul,20,2007,75,118.871849,202.871849
Now You See Me,May,31,2013,75,117.723989,351.723989
Dreamgirls,Dec,15,2006,75,103.365956,155.708695
Inspector Gadget,Jul,23,1999,75,97.387965,97.387965
Immortals,Nov,11,2011,75,83.504017,211.562435
The Terminal,Jun,18,2004,75,77.073959,218.673959
Constantine,Feb,18,2005,75,75.976178,221.594911
Monster House,Jul,21,2006,75,73.66101,141.26737
Hotel for Dogs,Jan,16,2009,75,73.03446,118.230763
Vertical Limit,Dec,8,2000,75,68.47336,213.5
Charlie Wilson's War,Dec,21,2007,75,66.661095,119.512771
Life,Apr,16,1999,75,64.062587,73.521587
Be Cool,Mar,4,2005,75,55.849401,94.944017
Munich,Dec,23,2005,75,47.37909,131.492772
Killers,Jun,4,2010,75,47.059963,95.572749
The Man From U.N.C.L.E.,Aug,14,2015,75,45.445109,105.445109
Tears of the Sun,Mar,7,2003,75,43.632458,85.632458
Lady in the Water,Jul,21,2006,75,42.285169,72.785169
Spanglish,Dec,17,2004,75,42.044321,54.344321
Bandits,Oct,12,2001,75,41.523271,71.523271
Anna and the King,Dec,17,1999,75,39.251128,39.251128
First Knight,Jul,7,1995,75,37.361412,127.361412
Sucker Punch,Mar,25,2011,75,36.392502,89.758389
Hostage,Mar,11,2005,75,34.636443,77.636443
Hollywood Homicide,Jun,13,2003,75,30.207785,50.409753
Titan A.E.,Jun,16,2000,75,22.751979,36.751979
Flight of the Phoenix,Dec,17,2004,75,21.00918,34.00918
Soldier,Oct,23,1998,75,14.623082,14.623082
Virus,Jan,15,1999,75,14.01069,30.62669
Monkeybone,Feb,23,2001,75,5.409517,5.409517
Minions,Jul,10,2015,74,336.04577,1163.624481
The SpongeBob Movie: Sponge Out of Water,Feb,6,2015,74,162.994032,311.594032
Unbreakable,Nov,22,2000,73.243106,94.999143,248.099143
Talladega Nights: The Ballad of Ricky Bobby,Aug,4,2006,73,148.213377,162.870525
The Angry Birds Movie,May,20,2016,73,107.509366,347.746163
Snake Eyes,Aug,7,1998,73,55.591409,103.891409
Sphere,Feb,13,1998,73,37.068294,50.168294
The Simpsons Movie,Jul,27,2007,72.5,183.135014,527.071022
Fool's Gold,Feb,8,2008,72.5,70.231041,109.362966
Funny People,Jul,31,2009,72.5,51.855045,71.880305
The Kingdom,Sep,28,2007,72.5,47.46725,86.509602
Doctor Dolittle 2,Jun,22,2001,72,112.950721,176.101721
Braveheart,May,24,1995,72,75.545647,209.045647
Jarhead,Nov,4,2005,72,62.64754,96.94754
Driven,Apr,27,2001,72,32.616869,54.616869
The Majestic,Dec,21,2001,72,27.796042,37.306334
Two Brothers,Jun,25,2004,72,19.176754,62.176754
The Village,Jul,30,2004,71.682975,114.19752,257.641634
Doctor Dolittle,Jun,26,1998,71.5,144.156605,294.156605
Signs,Aug,2,2002,70.702619,227.96569,408.26569
Shrek 2,May,19,2004,70,441.226247,937.008132
Cars,Jun,9,2006,70,244.082982,461.651246
Alvin and the Chipmunks: The Squeakquel,Dec,23,2009,70,219.614612,443.483213
Who Framed Roger Rabbit?,Jun,22,1988,70,154.112492,351.5
Runaway Bride,Jul,30,1999,70,152.257509,310.138178
xXx,Aug,9,2002,70,141.93,267.2
Ransom,Nov,8,1996,70,136.492681,308.7
Inglourious Basterds,Aug,20,2009,70,120.774594,316.915264
Hook,Dec,11,1991,70,119.654823,300.854823
Die Hard 2,Jul,3,1990,70,117.323878,239.814025
S.W.A.T.,Aug,8,2003,70,116.877597,207.154748
Sleepy Hollow,Nov,19,1999,70,101.06834,207.06834
Vanilla Sky,Dec,14,2001,70,100.614858,202.726605
Hercules,Jun,13,1997,70,99.112101,250.7
Olympus Has Fallen,Mar,22,2013,70,98.927592,150.562164
Battle: Los Angeles,Mar,11,2011,70,83.552429,213.463976
AVP: Alien Vs. Predator,Aug,13,2004,70,80.281096,172.543519
War Horse,Dec,25,2011,70,79.883359,156.815529
We Were Soldiers,Mar,1,2002,70,78.120196,114.658262
The Monuments Men,Feb,7,2014,70,78.03162,158.702748
Star Trek: Insurrection,Dec,11,1998,70,70.187658,117.8
Big Fish,Dec,10,2003,70,66.432867,123.954323
Wolf,Jun,17,1994,70,65.011757,131.011757
Underworld: Awakening,Jan,20,2012,70,62.321039,160.37993
Dracula Untold,Oct,10,2014,70,55.99188,216.821942
The Abyss,Aug,9,1989,70,54.243125,54.243125
Wall Street 2: Money Never Sleeps,Sep,24,2010,70,52.474616,137.431619
The Dilemma,Jan,14,2011,70,48.47529,70.546865
Rumor Has It,Dec,25,2005,70,42.99614,88.933562
Storks,Sep,23,2016,70,41.668494,80.468494
The Siege,Nov,6,1998,70,40.934175,116.625798
Stardust,Aug,10,2007,70,38.634938,137.022245
Rock of Ages,Jun,15,2012,70,38.518613,61.031932
Seven Years in Tibet,Oct,8,1997,70,37.945884,131.445884
Sky Captain and the World of Tomorrow,Sep,17,2004,70,37.76008,49.730854
I Spy,Nov,1,2002,70,33.561137,60.279822
Bad Company,Jun,7,2002,70,30.157016,69.157016
Doom,Oct,21,2005,70,28.212337,54.612337
The Finest Hours,Jan,29,2016,70,27.569558,48.197252
Escape Plan,Oct,18,2013,70,25.135965,103.735965
Killer Elite,Sep,23,2011,70,25.124986,65.409046
Hard Rain,Jan,16,1998,70,19.870567,19.870567
Hart's War,Feb,15,2002,70,19.076815,33.076815
Rollerball,Feb,8,2002,70,18.990542,25.852508
The Legend of Hercules,Jan,10,2014,70,18.848538,61.402445
Ballistic: Ecks vs. Sever,Sep,20,2002,70,14.294842,14.294842
Osmosis Jones,Aug,10,2001,70,13.596911,13.596911
Legends of Oz: Dorothy’s Return,May,9,2014,70,8.462347,20.107933
Blackhat,Jan,16,2015,70,7.889395,19.535476
Basic Instinct 2,Mar,31,2006,70,5.946136,35.417162
Agora,May,28,2010,70,0.619423,38.992292
Despicable Me,Jul,9,2010,69,251.513985,543.495033
Dinner for Schmucks,Jul,30,2010,69,73.026337,86.796502
The Twilight Saga: Eclipse,Jun,30,2010,68,300.531751,706.102828
The Sum of All Fears,May,31,2002,68,118.47132,193.5
Ted 2,Jun,26,2015,68,81.28483,216.500183
The Score,Jul,13,2001,68,71.069884,113.542091
Hall Pass,Feb,25,2011,68,45.060734,87.173475
Money Train,Nov,22,1995,68,35.324232,77.224232
Dreamcatcher,Mar,21,2003,68,33.685268,75.685268
Mystery Men,Aug,6,1999,68,29.762011,33.462011
The Insider,Nov,5,1999,68,28.965197,60.265197
Doctor Seuss' The Lorax,Mar,2,2012,67.5,214.0305,350.976753
Body of Lies,Oct,10,2008,67.5,39.394666,118.55653
Abraham Lincoln: Vampire Hunter,Jun,22,2012,67.5,37.519139,137.48973
Last Man Standing,Sep,20,1996,67,18.115927,18.115927
The Last Legion,Aug,17,2007,67,5.93206,25.357771
Entrapment,Apr,30,1999,66,87.707396,211.7
The X Files: Fight the Future,Jun,19,1998,66,83.898313,189.176423
Need for Speed,Mar,14,2014,66,43.568507,194.169619
Saving Private Ryan,Jul,24,1998,65,216.335085,485.035085
What Women Want,Dec,15,2000,65,182.805123,374.105123
Lincoln,Nov,9,2012,65,182.207973,273.346281
Ice Age,Mar,15,2002,65,176.387405,386.116343
Apollo 13,Jun,30,1995,65,172.070496,334.1
The Matrix,Mar,31,1999,65,171.47993,463.517383
Les Miserables,Dec,25,2012,65,148.80977,442.169052
The Santa Clause 2,Nov,1,2002,65,139.225854,172.825854
Total Recall,Jun,1,1990,65,119.394839,261.4
You've Got Mail,Dec,18,1998,65,115.821495,250.8
Unbroken,Dec,25,2014,65,115.637895,163.442936
Spy!,Jun,5,2015,65,110.825712,233.125712
Due Date,Nov,5,2010,65,100.539043,211.739043
Step Brothers,Jul,25,2008,65,100.468793,128.468793
Jumanji,Dec,15,1995,65,100.45831,262.75831
The Mask of Zorro,Jul,17,1998,65,93.828745,233.7
Space Cowboys,Aug,4,2000,65,90.454043,128.874043
Annie,Dec,19,2014,65,85.911262,139.840525
Cliffhanger,May,28,1993,65,84.049211,255
Pete’s Dragon,Aug,12,2016,65,74.829131,127.429131
Broken Arrow,Feb,9,1996,65,70.645997,148.345997
World Trade Center,Aug,9,2006,65,70.278893,163.295654
The Kid,Jul,7,2000,65,69.688384,69.688384
Mona Lisa Smile,Dec,19,2003,65,63.8031,141.205169
The Dictator,May,16,2012,65,59.650222,180.148897
Eyes Wide Shut,Jul,16,1999,65,55.691208,104.267443
This Means War,Feb,17,2012,65,54.760791,156.974557
Focus,Feb,27,2015,65,53.862963,154.362963
Blade: Trinity,Dec,8,2004,65,52.397389,132.397389
Red Dawn,Nov,21,2012,65,44.806783,48.16415
We Are Marshall,Dec,22,2006,65,43.545364,43.545364
Everest,Sep,18,2015,65,43.30945,221.662676
Resident Evil: Retribution,Sep,14,2012,65,42.345531,238.940997
Primary Colors,Mar,20,1998,65,39.017984,39.017984
Fight Club,Oct,15,1999,65,37.030102,100.853753
Death Race,Aug,22,2008,65,36.316032,72.516819
The Long Kiss Goodnight,Oct,11,1996,65,33.447612,33.447612
Proof of Life,Dec,8,2000,65,32.598931,62.761005
Zathura,Nov,11,2005,65,28.04554,58.54554
The Missing,Nov,26,2003,65,26.900336,38.253433
Elektra,Jan,14,2005,65,24.409722,56.409722
Astro Boy,Oct,23,2009,65,19.551067,41.636243
"I, Frankenstein",Jan,24,2014,65,19.07529,74.57529
Hudson Hawk,May,24,1991,65,17.218916,17.218916
Sin City: A Dame to Kill For,Aug,22,2014,65,13.757804,39.499349
Lucky Numbers,Oct,27,2000,65,10.014234,10.014234
Oliver Twist,Sep,23,2005,65,2.07092,26.67092
Tian jiang xiong shi,Sep,4,2015,65,0.07407,116.86407
Little Man,Jul,14,2006,64,58.636047,101.636047
Random Hearts,Oct,8,1999,64,31.054924,63.2
Perfume: The Story of a Murderer,Dec,27,2006,63.7,2.223293,133.603463
Jurassic Park,Jun,11,1993,63,395.708305,1038.812584
Austin Powers in Goldmember,Jul,25,2002,63,213.117789,292.738626
Hop,Apr,1,2011,63,108.085305,188.657593
Wyatt Earp,Jun,24,1994,63,25.052,25.052
Clear and Present Danger,Aug,3,1994,62,122.012656,207.5
U-571,Apr,21,2000,62,77.08603,127.63003
The American President,Nov,17,1995,62,60.022813,107.822813
The Hateful Eight,Dec,25,2015,62,54.117416,145.478036
The Love Guru,Jun,20,2008,62,32.200122,40.123346
3000 Miles to Graceland,Feb,23,2001,62,15.738632,18.708848
Gone Girl,Oct,3,2014,61,167.767189,368.567189
Blades of Glory,Mar,30,2007,61,118.594548,145.594548
Maze Runner: The Scorch Trials,Sep,18,2015,61,81.697192,310.697192
2 Guns,Aug,2,2013,61,75.61246,132.493015
Mei Ren Yu,Feb,19,2016,60.72,3.229457,552.198479
Meet the Fockers,Dec,22,2004,60,279.167575,516.567575
The Lego Movie,Feb,7,2014,60,257.784718,457.729388
300,Mar,9,2007,60,210.614939,454.161935
Wild Hogs,Mar,2,2007,60,168.213584,253.555383
Marley & Me,Dec,25,2008,60,143.153751,247.812011
The Green Mile,Dec,10,1999,60,136.801374,290.701374
Chicken Little,Nov,4,2005,60,135.386665,310.043823
The Truman Show,Jun,5,1998,60,125.618201,264.118201
The Bourne Identity,Jun,14,2002,60,121.46896,214.357371
Couples Retreat,Oct,9,2009,60,109.20566,172.450423
Sully,Sep,9,2016,60,108.215432,154.515432
Goldeneye,Nov,17,1995,60,106.429941,356.429941
The Italian Job,May,30,2003,60,106.126012,176.262839
Daddy Day Care,May,9,2003,60,104.148781,164.285587
The General's Daughter,Jun,18,1999,60,102.705852,149.705852
The Prince of Egypt,Dec,18,1998,60,101.413188,218.613188
Collateral,Aug,6,2004,60,100.170152,217.670152
Cats & Dogs,Jul,4,2001,60,93.375151,200.7
Two Weeks Notice,Dec,20,2002,60,93.354918,199.043309
Antz,Oct,2,1998,60,90.757863,152.457863
The Scorpion King,Apr,19,2002,60,90.58,165.890634
Red,Oct,15,2010,60,90.380162,196.439693
Starsky & Hutch,Mar,5,2004,60,88.200225,170.200225
Days of Thunder,Jun,27,1990,60,82.670733,157.670733
Cheaper by the Dozen 2,Dec,21,2005,60,82.571173,135.01533
Eat Pray Love,Aug,13,2010,60,80.57401,206.598789
Jack Reacher,Dec,21,2012,60,80.070736,217.370736
Man on Fire,Apr,23,2004,60,77.906816,130.968579
The Family Man,Dec,22,2000,60,75.764085,124.715863
Contagion,Sep,9,2011,60,75.658097,137.551594
Any Given Sunday,Dec,22,1999,60,75.530832,100.230832
The Horse Whisperer,May,15,1998,60,75.383563,186.883563
Coraline,Feb,6,2009,60,75.286229,126.037057
Ladder 49,Oct,1,2004,60,74.541707,102.332848
Deep Blue Sea,Jul,28,1999,60,73.648228,165.048228
Michael Jackson's This Is It,Oct,28,2009,60,72.091016,252.091016
Kangaroo Jack,Jan,17,2003,60,66.723216,90.723216
The Happening,Jun,13,2008,60,64.506874,162.778384
London Has Fallen,Mar,4,2016,60,62.52426,193.857962
Rules of Engagement,Apr,7,2000,60,61.322858,71.719931
The Shaggy Dog,Mar,10,2006,60,61.123569,87.123569
Jingle All the Way,Nov,22,1996,60,60.592389,129.832389
Hellboy,Apr,2,2004,60,59.623958,99.823958
A Civil Action,Dec,25,1998,60,56.709981,56.709981
Joy,Dec,25,2015,60,56.451232,100.751232
ParaNorman,Aug,17,2012,60,56.003051,107.593122
The Jackal,Nov,14,1997,60,54.956941,159.356941
Paycheck,Dec,25,2003,60,53.789313,98.819789
Up Close & Personal,Mar,1,1996,60,51.045801,100.645801
The Tale of Despereaux,Dec,19,2008,60,50.877145,90.482317
The Boxtrolls,Sep,26,2014,60,50.837305,111.946251
The Tuxedo,Sep,27,2002,60,50.586,104.429625
Jack Ryan: Shadow Recruit,Jan,17,2014,60,50.577412,131.377412
Under Siege 2: Dark Territory,Jul,14,1995,60,50.024083,104.324083
Miss Congeniality 2: Armed and Fabulous,Mar,24,2005,60,48.478006,101.382396
Alien: Resurrection,Nov,26,1997,60,47.795018,160.7
Shooter,Mar,23,2007,60,47.003582,95.53856
Practical Magic,Oct,16,1998,60,46.850558,68.336997
Gangster Squad,Jan,11,2013,60,46.000903,104.100903
Year One,Jun,19,2009,60,43.337279,57.604723
Edge of Darkness,Jan,29,2010,60,43.31389,82.812456
Star Trek: Nemesis,Dec,13,2002,60,43.254409,67.312826
Reign of Fire,Feb,19,2002,60,43.061982,82.150183
Planet 51,Nov,20,2009,60,42.19406,108.996113
Duplicity,Mar,20,2009,60,40.572825,81.079566
Righteous Kill,Sep,12,2008,60,40.08141,78.48141
Invictus,Dec,11,2009,60,37.491364,124.514011
State of Play,Apr,17,2009,60,37.017955,88.83221
My Favorite Martian,Feb,12,1999,60,36.850101,36.850101
The Sentinel,Apr,21,2006,60,36.280697,78.080697
Trouble with the Curve,Sep,21,2012,60,35.763137,47.818913
Intolerable Cruelty,Oct,10,2003,60,35.327628,121.327628
The Relic,Jan,10,1997,60,33.956608,33.956608
Mercury Rising,Apr,3,1998,60,32.983332,32.983332
Almost Famous,Sep,15,2000,60,32.522352,47.371191
Analyze That,Dec,6,2002,60,32.122249,54.994757
The Soloist,Apr,24,2009,60,31.720158,38.389024
The Mortal Instruments: City of Bones,Aug,21,2013,60,31.165421,75.965567
The Legend of Bagger Vance,Nov,3,2000,60,30.695227,39.235486
Dragonfly,Feb,22,2002,60,30.063805,30.063805
Priest,May,13,2011,60,29.136626,84.154026
Garfield: A Tail of Two Kitties,Jun,16,2006,60,28.426747,147.985373
XXX: State of the Union,Apr,29,2005,60,26.873932,71.073932
Event Horizon,Aug,15,1997,60,26.673242,26.673242
Sinbad: Legend of the Seven Seas,Jul,2,2003,60,26.483452,80.767884
Dark Water,Jul,8,2005,60,25.473093,49.473093
The Avengers,Aug,14,1998,60,23.385416,48.585416
The Black Dahlia,Sep,15,2006,60,22.672813,49.238525
EDtv,Mar,26,1999,60,22.508689,35.319689
The Spirit,Dec,25,2008,60,19.806188,39.006188
The Last Castle,Oct,19,2001,60,18.208078,20.541668
Inkheart,Jan,23,2009,60,17.303424,66.655938
Supernova,Jan,14,2000,60,14.218868,14.816494
Flyboys,Sep,22,2006,60,13.09063,14.816379
Winter's Tale,Feb,14,2014,60,12.600231,22.46862
Holy Man,Oct,9,1998,60,12.069719,12.069719
Meet Dave,Jul,11,2008,60,11.803254,50.648806
The Great Raid,Aug,12,2005,60,10.166502,10.59707
Mortdecai,Jan,23,2015,60,7.696134,30.396134
In the Name of the King: A Dungeon Siege Tale,Jan,11,2008,60,4.775656,13.23322
Beyond Borders,Oct,24,2003,60,4.426297,11.42709
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,Feb,5,2016,60,0.709982,194.058503
The Ridiculous 6,Dec,11,2015,60,0,0
Deadpool,Feb,12,2016,58,363.070709,783.770709
